video_id,author_id,video_type,upload_dt,upload_type,visible_status,video_duration,server_width,server_height,music_id,music_type,tag
65,657381,NORMAL,2022-04-09,LongImport,0.0,51400.0,720.0,1280.0,9141962720,9.0,9
66,8347708,NORMAL,2022-04-11,Web,0.0,226500.0,720.0,1280.0,9167308352,9.0,"39,43"
67,4138597,NORMAL,2022-04-09,LongImport,0.0,89880.0,720.0,1280.0,9144692757,9.0,39
68,7220433,NORMAL,2022-04-11,LongImport,0.0,121233.0,720.0,1280.0,9163637676,9.0,18
69,7048760,NORMAL,2022-04-11,Web,0.0,12166.0,720.0,1280.0,9162250779,9.0,7
70,8072619,NORMAL,2022-04-10,LongImport,0.0,69766.0,720.0,1280.0,9152460876,9.0,"12,54,60"
71,604241,NORMAL,2022-04-10,Web,0.0,87480.0,720.0,1280.0,9155592594,9.0,39
72,7530383,NORMAL,2022-04-09,LongImport,0.0,157700.0,720.0,1280.0,9142226609,9.0,"12,60"
73,2922961,NORMAL,2022-04-10,LongPicture,0.0,,810.0,1440.0,87194,4.0,"20,67"
74,8270790,NORMAL,2022-04-10,Web,0.0,30166.0,1280.0,720.0,8963964741,4.0,"39,68"
75,786360,NORMAL,2022-04-11,ShortImport,0.0,6466.0,1280.0,720.0,8146895282,4.0,
76,6463761,NORMAL,2022-04-09,Web,0.0,49520.0,720.0,1280.0,9138772272,9.0,20
77,90012,NORMAL,2022-04-11,LongImport,0.0,121733.0,720.0,1280.0,9166525451,9.0,39
78,3933799,NORMAL,2022-04-10,Web,0.0,61160.0,720.0,1280.0,9150287175,9.0,6
79,5926235,NORMAL,2022-04-09,LongImport,0.0,76009.0,720.0,1280.0,9142449743,9.0,11
80,8374511,NORMAL,2022-04-11,Web,0.0,398632.0,540.0,960.0,9166861181,9.0,39
81,7975677,NORMAL,2022-04-10,Web,0.0,483450.0,1280.0,720.0,9158826036,9.0,18
82,3510450,NORMAL,2022-04-09,Kmovie,0.0,267600.0,720.0,1280.0,9143227078,9.0,1
83,3354088,NORMAL,2022-04-10,LongImport,0.0,42233.0,720.0,1280.0,9158264012,9.0,8
84,3640904,NORMAL,2022-04-10,Kmovie,0.0,67033.0,720.0,1280.0,9151221180,9.0,6
85,6438621,NORMAL,2022-04-10,Kmovie,0.0,184633.0,720.0,1280.0,3180403142,8.0,12
86,1239607,NORMAL,2022-04-09,Kmovie,0.0,61233.0,720.0,1280.0,9142879957,9.0,3
87,2661366,NORMAL,2022-04-10,LongPicture,0.0,,840.0,1440.0,6900663762,4.0,"20,67"
88,4436464,NORMAL,2022-04-10,LongImport,0.0,390066.0,1280.0,720.0,6824748075,4.0,24
89,8169646,NORMAL,2022-04-10,Web,0.0,19050.0,720.0,1280.0,9150286276,9.0,28
90,4269732,NORMAL,2022-04-10,LongImport,0.0,27160.0,720.0,1280.0,0,,
91,6250944,NORMAL,2022-04-10,LongImport,0.0,82000.0,720.0,1280.0,9155164422,9.0,28
92,6473913,NORMAL,2022-04-10,ShortImport,0.0,11033.0,720.0,1080.0,9158160484,9.0,8
93,6857671,NORMAL,2022-04-10,ShortImport,0.0,7200.0,1280.0,720.0,9157684236,9.0,8
94,8075929,NORMAL,2022-04-11,LongImport,0.0,95333.0,1400.0,720.0,9163147558,9.0,39
95,4048649,NORMAL,2022-04-09,LongPicture,0.0,,1086.0,1080.0,8050130259,9.0,"8,67"
96,7165189,NORMAL,2022-04-09,Web,0.0,177280.0,720.0,1280.0,9138717624,9.0,"39,43"
97,4784098,NORMAL,2022-04-10,LongImport,0.0,457433.0,1280.0,720.0,9155305395,9.0,12
98,829960,NORMAL,2022-04-09,LongImport,0.0,25433.0,720.0,1280.0,9139410011,9.0,17
99,809583,NORMAL,2022-04-10,LongImport,0.0,104566.0,720.0,1280.0,9155922479,9.0,17
100,2531301,NORMAL,2022-04-11,LongImport,0.0,194950.0,1030.0,720.0,9163350056,9.0,3
101,5784048,AD,2022-04-09,UNKNOWN,0.0,92500.0,720.0,1280.0,0,,39
102,4793463,NORMAL,2022-04-10,Kmovie,0.0,321200.0,720.0,1280.0,9155732362,9.0,11
103,878536,NORMAL,2022-04-11,LongImport,0.0,69400.0,720.0,1280.0,9164900635,9.0,39
104,5449532,NORMAL,2022-04-10,Kmovie,0.0,61400.0,720.0,1280.0,9147502188,9.0,3
105,7614764,NORMAL,2022-04-10,Web,0.0,29760.0,720.0,1280.0,9155604195,9.0,14
106,8186803,NORMAL,2022-04-09,Web,0.0,72800.0,720.0,1280.0,9138690907,9.0,20
107,7687404,NORMAL,2022-04-10,Web,0.0,188733.0,720.0,1280.0,9159537400,9.0,24
108,6311908,NORMAL,2022-04-11,ShortImport,0.0,14483.0,720.0,1280.0,9166563661,9.0,"12,62"
109,5155624,NORMAL,2022-04-10,Web,0.0,36200.0,1280.0,720.0,0,,11
110,2334464,NORMAL,2022-04-09,LongCamera,0.0,28333.0,720.0,1280.0,4652676406,4.0,1
111,1817185,NORMAL,2022-04-09,LongImport,0.0,40233.0,720.0,1280.0,9145609748,9.0,9
112,7494956,NORMAL,2022-04-10,Web,0.0,7100.0,720.0,1280.0,9154689381,9.0,28
113,802,NORMAL,2022-04-10,ShortCamera,0.0,14733.0,720.0,1280.0,6642758640,4.0,15
114,6650444,NORMAL,2022-04-10,LongImport,0.0,71833.0,720.0,1280.0,9151008774,9.0,"39,68"
115,1423041,NORMAL,2022-04-10,ShareFromOtherApp,0.0,30566.0,720.0,1280.0,0,,6
116,7133245,NORMAL,2022-04-10,LongImport,0.0,186000.0,720.0,1280.0,3849011282,4.0,"62,7"
117,543725,NORMAL,2022-04-10,ShareFromOtherApp,0.0,133234.0,720.0,1280.0,9157814097,9.0,3
118,1215370,NORMAL,2022-04-10,LongImport,0.0,67833.0,720.0,1280.0,9156184498,9.0,"62,7"
119,8523228,NORMAL,2022-04-09,LongImport,0.0,76000.0,720.0,1280.0,9143291259,9.0,"39,68"
120,6166697,NORMAL,2022-04-09,LongImport,0.0,135533.0,1280.0,720.0,9142340447,9.0,39
121,4695410,NORMAL,2022-04-09,Kmovie,0.0,23800.0,720.0,1280.0,8530088943,9.0,"10,60"
122,122434,NORMAL,2022-04-11,LongImport,0.0,76133.0,720.0,1280.0,8571982412,4.0,4
123,8309013,NORMAL,2022-04-10,ShortImport,0.0,12800.0,720.0,1280.0,9155479491,9.0,2
124,8232014,NORMAL,2022-04-11,Kmovie,0.0,39500.0,720.0,1280.0,8509847661,4.0,7
125,5912533,NORMAL,2022-04-11,Web,0.0,136680.0,720.0,1280.0,9166739192,9.0,"39,43"
126,2563673,NORMAL,2022-04-09,LongImport,0.0,23666.0,720.0,1280.0,9143093652,9.0,9
127,7267654,NORMAL,2022-04-10,Web,0.0,97840.0,1280.0,720.0,9159310619,9.0,17
128,5623243,NORMAL,2022-04-10,LongImport,0.0,24840.0,720.0,1280.0,9149530753,9.0,17
129,6670138,NORMAL,2022-04-10,Web,0.0,88046.0,1080.0,720.0,9159562373,9.0,"39,68"
130,4086009,NORMAL,2022-04-10,Web,0.0,157784.0,1280.0,720.0,9158024635,9.0,12
131,7294154,NORMAL,2022-04-11,LongImport,0.0,87133.0,720.0,1280.0,9168436972,9.0,11
132,3601097,NORMAL,2022-04-10,LongImport,0.0,25483.0,720.0,1280.0,9155318349,9.0,5
133,4940366,NORMAL,2022-04-10,Web,0.0,81381.0,1280.0,720.0,9155774887,9.0,6
134,174395,NORMAL,2022-04-10,LongImport,0.0,25483.0,720.0,1280.0,9156883602,9.0,5
135,5587532,NORMAL,2022-04-10,LongImport,0.0,67680.0,720.0,1280.0,9151279925,9.0,3
136,7568913,NORMAL,2022-04-09,Web,0.0,20966.0,960.0,720.0,9143489848,9.0,7
137,6044115,NORMAL,2022-04-10,Web,0.0,163200.0,720.0,1280.0,9156572118,9.0,"20,43"
138,832287,NORMAL,2022-04-10,Web,0.0,15306.0,720.0,1280.0,9155264720,9.0,3
139,8547089,NORMAL,2022-04-10,Kmovie,0.0,63333.0,1280.0,720.0,9149447174,9.0,20
140,7898710,NORMAL,2022-04-09,Web,0.0,16666.0,720.0,1280.0,9141057645,9.0,9
141,5476728,NORMAL,2022-04-10,LongImport,0.0,43200.0,720.0,1280.0,9152278366,9.0,"12,62"
142,5857766,NORMAL,2022-04-10,LongImport,0.0,123333.0,720.0,1280.0,9156237402,9.0,39
143,7435214,NORMAL,2022-04-10,LongImport,0.0,210710.0,720.0,1280.0,9153416096,9.0,39
144,7155649,NORMAL,2022-04-11,LongImport,0.0,102033.0,720.0,1280.0,9162111926,9.0,17
145,6425854,NORMAL,2022-04-10,LongImport,0.0,109916.0,1280.0,720.0,9155587698,9.0,"20,43"
146,6742036,NORMAL,2022-04-09,Web,0.0,59959.0,1280.0,720.0,9142787380,9.0,"20,68"
147,5127766,NORMAL,2022-04-09,Kmovie,0.0,127383.0,720.0,1280.0,9139552937,9.0,17
148,8596134,NORMAL,2022-04-11,Web,0.0,51440.0,720.0,1280.0,9161706245,9.0,11
149,4898713,NORMAL,2022-04-10,ShortImport,0.0,15000.0,720.0,1280.0,9149863794,9.0,1
150,5141970,NORMAL,2022-04-10,Kmovie,0.0,79780.0,720.0,1280.0,2985668612,9.0,2
151,8624242,NORMAL,2022-04-10,LongImport,0.0,147216.0,960.0,720.0,9152304082,9.0,"39,43"
152,7084321,NORMAL,2022-04-09,Web,0.0,142680.0,720.0,1280.0,9142212079,9.0,22
153,6834432,NORMAL,2022-04-09,LongImport,0.0,75909.0,720.0,1280.0,9142860871,9.0,"42,18"
154,6254490,NORMAL,2022-04-09,Web,0.0,55766.0,720.0,1280.0,9144048508,9.0,30
155,90045,NORMAL,2022-04-10,LongImport,0.0,61000.0,720.0,1280.0,9157971923,9.0,6
156,5623243,NORMAL,2022-04-10,LongImport,0.0,68920.0,720.0,1280.0,9153524105,9.0,6
157,5043795,NORMAL,2022-04-10,LongImport,0.0,55100.0,720.0,1280.0,8862696427,4.0,36
158,6699938,NORMAL,2022-04-10,Web,0.0,220500.0,1280.0,720.0,9149051109,9.0,20
159,2041892,NORMAL,2022-04-09,LongImport,0.0,32800.0,720.0,1280.0,9142201553,9.0,1
160,8004185,NORMAL,2022-04-09,Web,0.0,109680.0,1134.0,720.0,9142998900,9.0,"39,43"
161,6848442,NORMAL,2022-04-09,ShortImport,0.0,9700.0,720.0,1280.0,9145806731,9.0,1
162,918634,NORMAL,2022-04-10,Web,0.0,161360.0,720.0,1280.0,9157938992,9.0,"39,43"
163,3933854,NORMAL,2022-04-09,LongImport,0.0,32566.0,720.0,1280.0,6202455507,4.0,15
164,7091995,NORMAL,2022-04-10,Kmovie,0.0,224583.0,960.0,720.0,8623132624,4.0,20
165,3060238,NORMAL,2022-04-10,ShortImport,0.0,14566.0,720.0,1280.0,9159075038,9.0,8
166,4913961,NORMAL,2022-04-10,LongImport,0.0,225883.0,720.0,1280.0,9156283185,9.0,10
167,400890,NORMAL,2022-04-09,Web,0.0,56600.0,1280.0,720.0,9146443322,9.0,"39,68"
168,778052,NORMAL,2022-04-09,LongImport,0.0,58700.0,720.0,1280.0,9141899815,9.0,"12,62"
169,2027217,NORMAL,2022-04-10,LongPicture,0.0,,1079.0,1440.0,4493609912,4.0,"8,67"
170,4472329,NORMAL,2022-04-09,LongImport,0.0,38320.0,720.0,1280.0,9142071710,9.0,6
171,1809266,NORMAL,2022-04-11,Web,0.0,252133.0,720.0,1280.0,9167255781,9.0,4
172,6704235,NORMAL,2022-04-11,Kmovie,0.0,169711.0,1582.0,720.0,9166414275,9.0,3
173,3475170,NORMAL,2022-04-10,LongImport,0.0,63560.0,720.0,1280.0,5664783994,4.0,4
174,407275,NORMAL,2022-04-09,UNKNOWN,0.0,45050.0,720.0,1280.0,0,,15
175,3630988,NORMAL,2022-04-09,ShortImport,0.0,10600.0,720.0,1280.0,9138678725,9.0,1
176,7697772,NORMAL,2022-04-10,Web,0.0,162533.0,720.0,1280.0,9156939042,9.0,19
177,2248162,NORMAL,2022-04-09,LongImport,0.0,66683.0,720.0,1280.0,9142119684,9.0,9
178,6620280,NORMAL,2022-04-09,LongImport,0.0,24633.0,720.0,1280.0,9138858762,9.0,1
179,1842475,NORMAL,2022-04-09,LongImport,0.0,112466.0,720.0,1280.0,9143802022,9.0,9
180,4410762,NORMAL,2022-04-09,LongImport,0.0,127600.0,720.0,1440.0,9139718745,9.0,17
181,534,NORMAL,2022-04-11,LongImport,0.0,57766.0,720.0,1280.0,9168868602,9.0,2
182,7818731,NORMAL,2022-04-09,ShortImport,0.0,12566.0,720.0,1280.0,8662908238,9.0,39
183,4167166,NORMAL,2022-04-10,LongImport,0.0,94866.0,720.0,1280.0,4094814596,4.0,"62,4"
184,7155205,NORMAL,2022-04-10,Web,0.0,30100.0,720.0,1280.0,9147641985,9.0,39
185,7909339,NORMAL,2022-04-10,LongImport,0.0,100640.0,720.0,1280.0,9152169495,9.0,9
186,1685583,NORMAL,2022-04-10,LongImport,0.0,30700.0,1280.0,720.0,4094814596,4.0,"20,68"
187,7669199,NORMAL,2022-04-10,Kmovie,0.0,137833.0,720.0,1280.0,9153045959,9.0,"20,68"
188,5155364,NORMAL,2022-04-09,ShortImport,0.0,,1080.0,1440.0,9145314875,9.0,8
189,8166593,NORMAL,2022-04-09,LongImport,0.0,143840.0,720.0,1280.0,9142842605,9.0,39
190,3686259,NORMAL,2022-04-09,LongImport,0.0,108966.0,720.0,1280.0,9143209314,9.0,39
191,5780386,NORMAL,2022-04-10,ShortImport,0.0,19533.0,720.0,1280.0,9157591950,9.0,4
192,4882396,NORMAL,2022-04-10,Web,0.0,102600.0,1280.0,720.0,9153915625,9.0,3
193,6567554,NORMAL,2022-04-10,LongImport,0.0,20266.0,720.0,1280.0,9156560706,9.0,4
194,5120884,NORMAL,2022-04-11,Web,0.0,132240.0,720.0,1280.0,9167962898,9.0,39
195,2191000,NORMAL,2022-04-09,LongImport,0.0,91033.0,960.0,720.0,9140789223,9.0,20
196,176863,NORMAL,2022-04-10,Web,0.0,142133.0,1280.0,720.0,9155718860,9.0,20
197,194641,NORMAL,2022-04-09,Kmovie,0.0,176133.0,720.0,1282.0,9140522728,9.0,20
198,6258167,NORMAL,2022-04-09,ShortImport,0.0,8466.0,720.0,1280.0,0,,28
199,7862521,NORMAL,2022-04-09,ShortImport,0.0,8433.0,720.0,1280.0,8842141600,4.0,6
200,5309540,NORMAL,2022-04-09,LongImport,0.0,44208.0,720.0,1280.0,9142697781,9.0,6
201,7489254,NORMAL,2022-04-10,Web,0.0,104560.0,1280.0,720.0,9158954982,9.0,39
202,4953829,NORMAL,2022-04-10,Web,0.0,71833.0,720.0,1280.0,9150284179,9.0,6
203,8114653,NORMAL,2022-04-09,Web,0.0,120160.0,720.0,1280.0,9144009038,9.0,"39,43"
204,5759736,NORMAL,2022-04-10,ShortImport,0.0,16940.0,1280.0,720.0,9154782182,9.0,39
205,7013506,AD,2022-04-09,UNKNOWN,0.0,211466.0,720.0,1280.0,0,,3
206,3423394,NORMAL,2022-04-09,ShortImport,0.0,9033.0,720.0,1280.0,0,,28
207,4179151,NORMAL,2022-04-11,ShortImport,0.0,15516.0,720.0,1280.0,9165825023,9.0,"39,68"
208,7520972,NORMAL,2022-04-11,Web,0.0,27800.0,720.0,1280.0,9160730828,9.0,22
209,2248030,NORMAL,2022-04-10,Kmovie,0.0,19266.0,720.0,1280.0,4530017773,4.0,15
210,634175,NORMAL,2022-04-09,Kmovie,0.0,70350.0,1280.0,720.0,9143740751,9.0,"3,62"
211,6688838,NORMAL,2022-04-09,Kmovie,0.0,257933.0,720.0,1280.0,9144979006,9.0,"39,68"
212,459242,NORMAL,2022-04-09,ShortImport,0.0,10000.0,720.0,1280.0,9140814175,9.0,"10,60"
213,5623243,NORMAL,2022-04-11,LongImport,0.0,74520.0,720.0,1280.0,9168428320,9.0,6
214,3234086,NORMAL,2022-04-09,ShortImport,0.0,19850.0,720.0,1280.0,9142595545,9.0,"26,62"
215,637223,NORMAL,2022-04-11,LongImport,0.0,55466.0,720.0,1280.0,9163022138,9.0,15
216,6260217,NORMAL,2022-04-10,LongImport,0.0,62000.0,1280.0,720.0,9156186018,9.0,17
217,4538266,NORMAL,2022-04-09,Web,0.0,98320.0,720.0,1280.0,9143550535,9.0,22
218,4609104,NORMAL,2022-04-10,Kmovie,0.0,92266.0,1280.0,720.0,9149812238,9.0,20
219,4767779,NORMAL,2022-04-09,LongImport,0.0,152733.0,1280.0,720.0,9146841569,9.0,20
220,2347196,NORMAL,2022-04-11,ShortImport,0.0,14283.0,720.0,1280.0,8735522966,4.0,7
221,3872015,NORMAL,2022-04-10,Web,0.0,14233.0,720.0,1280.0,0,,28
222,6705448,NORMAL,2022-04-09,Web,0.0,289866.0,720.0,1280.0,9138394916,9.0,3
223,998320,NORMAL,2022-04-11,Kmovie,0.0,167066.0,720.0,1280.0,7522588190,9.0,1
224,2375760,NORMAL,2022-04-10,LongImport,0.0,26333.0,720.0,1280.0,9153417090,9.0,12
225,8136403,NORMAL,2022-04-10,Web,0.0,209833.0,1280.0,720.0,9153477361,9.0,39
226,8196816,NORMAL,2022-04-10,Web,0.0,124466.0,720.0,1280.0,9155304056,9.0,13
227,7716708,NORMAL,2022-04-10,LongImport,0.0,21500.0,720.0,1280.0,9159672389,9.0,1
228,7601203,NORMAL,2022-04-09,LongImport,0.0,72160.0,720.0,1280.0,9143464996,9.0,3
229,5574424,NORMAL,2022-04-09,LongImport,0.0,45200.0,720.0,1280.0,0,,28
230,4458641,NORMAL,2022-04-10,ShortImport,0.0,15066.0,720.0,1280.0,9119097300,4.0,1
231,2508537,NORMAL,2022-04-09,LongImport,0.0,94066.0,720.0,1280.0,9146846400,9.0,2
232,5203889,NORMAL,2022-04-09,LongImport,0.0,64166.0,720.0,1280.0,9141911547,9.0,11
233,6894760,NORMAL,2022-04-10,Web,0.0,86840.0,720.0,1280.0,9150286665,9.0,39
234,6532723,NORMAL,2022-04-10,Web,0.0,23040.0,720.0,1280.0,9152997137,9.0,19
235,5626101,NORMAL,2022-04-10,LongImport,0.0,48083.0,720.0,1280.0,9154479334,9.0,"5,42"
236,6611421,NORMAL,2022-04-10,LongImport,0.0,219466.0,720.0,1280.0,9157299995,9.0,11
237,4282226,NORMAL,2022-04-09,Web,0.0,61080.0,720.0,1280.0,9142071535,9.0,29
238,7709322,NORMAL,2022-04-11,ShortImport,0.0,9066.0,720.0,1280.0,9160887592,9.0,7
239,3525357,NORMAL,2022-04-09,LongImport,0.0,34433.0,1280.0,720.0,9144455167,9.0,2
240,7751575,NORMAL,2022-04-11,LongImport,0.0,112133.0,720.0,1280.0,9163121209,9.0,7
241,1732769,NORMAL,2022-04-10,LongImport,0.0,170916.0,1280.0,720.0,9156439252,9.0,"3,62"
242,5296858,NORMAL,2022-04-10,LongPicture,0.0,,810.0,1440.0,8154762176,4.0,"26,67"
243,6403154,NORMAL,2022-04-09,LongImport,0.0,55366.0,720.0,1280.0,9141467499,9.0,12
244,6311523,NORMAL,2022-04-10,LongImport,0.0,47700.0,720.0,1280.0,9157715923,9.0,"26,62"
245,57309,NORMAL,2022-04-10,Kmovie,0.0,55833.0,720.0,1280.0,9152504245,9.0,"39,68"
246,5899664,NORMAL,2022-04-10,LongImport,0.0,87300.0,1280.0,720.0,9147557626,9.0,3
247,53177,NORMAL,2022-04-10,LongImport,0.0,64033.0,720.0,1280.0,9152925472,9.0,21
248,7859004,NORMAL,2022-04-09,Web,0.0,231900.0,720.0,1280.0,9143271247,9.0,15
249,5779656,NORMAL,2022-04-10,LongImport,0.0,53400.0,720.0,1280.0,9154724200,9.0,6
250,1449322,NORMAL,2022-04-09,LongImport,0.0,45383.0,720.0,1280.0,9141996553,9.0,14
251,8309152,NORMAL,2022-04-10,Web,0.0,205120.0,720.0,1280.0,9152711824,9.0,39
252,4645121,NORMAL,2022-04-10,Web,0.0,18980.0,720.0,1280.0,6760853904,4.0,6
253,6838476,NORMAL,2022-04-11,Web,0.0,67650.0,1280.0,720.0,9163732364,9.0,3
254,8421488,NORMAL,2022-04-09,LongImport,0.0,121400.0,1280.0,720.0,9142813552,9.0,39
255,6988220,NORMAL,2022-04-09,ShortImport,0.0,12666.0,720.0,1280.0,9141998354,9.0,20
256,88171,NORMAL,2022-04-11,LongImport,0.0,146333.0,720.0,1280.0,9167853189,9.0,12
257,1393130,NORMAL,2022-04-09,LongImport,0.0,43500.0,720.0,1280.0,9144675256,9.0,12
258,240620,NORMAL,2022-04-09,LongImport,0.0,786466.0,720.0,1280.0,9146163618,9.0,25
259,5436947,NORMAL,2022-04-10,LongImport,0.0,223783.0,1280.0,720.0,9151694130,9.0,3
260,7345455,NORMAL,2022-04-11,ShortImport,0.0,19600.0,720.0,1280.0,9161743119,9.0,"12,62"
