user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
46,high_active,0,1,1,127,"(100,150]",8,"[1,10)",6,"[5,30)",1211,730+,0,3,2,1165,6.0,0,1,17,365,6,2,2,1.0,0.0,1.0,0.0,0.0,0.0
47,full_active,0,-124,1,506,500+,460,"[100,1k)",239,"[120,250)",524,366-730,0,5,19,606,1.0,0,1,5,352,6,2,0,1.0,1.0,0.0,0.0,0.0,0.0
48,high_active,0,-124,1,40,"(10,50]",29,"[10,100)",7,"[5,30)",255,181-365,0,0,2,1153,4.0,0,0,24,206,1,2,2,1.0,0.0,1.0,0.0,0.0,0.0
49,high_active,0,-124,1,196,"(150,250]",8,"[1,10)",4,"[1,5)",233,181-365,1,4,11,986,0.0,0,0,31,275,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0
50,high_active,0,-124,0,68,"(50,100]",39,"[10,100)",38,"[30,60)",138,91-180,1,1,2,1180,2.0,0,0,42,120,1,4,2,1.0,0.0,0.0,0.0,0.0,0.0
51,full_active,0,-124,1,190,"(150,250]",23,"[10,100)",3,"[1,5)",1215,730+,1,4,19,613,2.0,0,0,19,396,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0
52,full_active,0,-124,0,51,"(50,100]",5,"[1,10)",0,0,1183,730+,1,6,10,114,0.0,0,0,13,188,3,0,0,1.0,0.0,1.0,0.0,0.0,0.0
53,full_active,0,1,1,30,"(10,50]",20705,"[1w,10w)",7,"[5,30)",1839,730+,1,2,2,1153,4.0,0,1,43,232,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
54,full_active,0,-124,1,601,500+,33,"[10,100)",29,"[5,30)",970,730+,1,4,19,655,1.0,0,1,0,417,6,3,0,1.0,1.0,1.0,1.0,0.0,0.0
55,full_active,0,-124,1,71,"(50,100]",75,"[10,100)",45,"[30,60)",191,181-365,0,1,29,1297,1.0,0,1,8,200,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0
56,full_active,0,-124,1,329,"(250,500]",71,"[10,100)",35,"[30,60)",698,366-730,0,5,31,365,1.0,0,1,20,411,6,4,0,1.0,0.0,1.0,0.0,0.0,0.0
57,full_active,0,1,1,1561,500+,730,"[100,1k)",679,250+,1245,730+,0,4,9,58,3.0,0,0,31,343,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
58,full_active,0,1,1,31,"(10,50]",23,"[10,100)",0,0,1000,730+,0,3,2,1165,6.0,0,1,8,287,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0
59,full_active,0,-124,1,143,"(100,150]",60,"[10,100)",42,"[30,60)",1003,730+,1,3,19,582,2.0,0,1,44,291,6,3,0,1.0,0.0,1.0,0.0,0.0,0.0
60,full_active,0,-124,1,173,"(150,250]",5,"[1,10)",1,"[1,5)",1788,730+,1,1,0,8,1.0,0,1,9,310,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
61,full_active,0,-124,1,792,500+,112,"[100,1k)",8,"[5,30)",2130,730+,1,6,33,956,2.0,0,1,21,91,5,3,0,1.0,0.0,1.0,1.0,1.0,0.0
62,middle_active,0,-124,1,443,"(250,500]",556,"[100,1k)",443,250+,295,181-365,0,1,29,904,2.0,0,1,18,362,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
63,low_active,0,-124,1,274,"(250,500]",5,"[1,10)",2,"[1,5)",1744,730+,1,2,29,1302,1.0,0,0,7,40,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
64,middle_active,0,-124,1,10,"(0,10]",152,"[100,1k)",5,"[5,30)",1014,730+,1,4,29,958,1.0,0,0,15,93,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
65,full_active,0,1,1,160,"(150,250]",2077,"[1k,5k)",157,"[120,250)",1876,730+,1,1,2,1159,3.0,0,1,18,413,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0
66,full_active,0,1,1,1595,500+,641,"[100,1k)",609,250+,1849,730+,1,5,10,844,1.0,0,0,19,111,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0
67,full_active,0,-124,1,168,"(150,250]",202,"[100,1k)",28,"[5,30)",1756,730+,0,4,2,1171,5.0,0,0,31,271,6,2,2,1.0,0.0,0.0,0.0,0.0,0.0
68,full_active,0,-124,1,118,"(100,150]",3,"[1,10)",0,0,663,366-730,0,3,10,268,2.0,0,0,33,141,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
69,full_active,0,1,1,327,"(250,500]",277,"[100,1k)",161,"[120,250)",2014,730+,0,4,10,287,1.0,0,0,31,276,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
70,full_active,0,-124,1,101,"(100,150]",179,"[100,1k)",98,"[60,120)",1712,730+,1,1,2,1158,5.0,0,1,44,238,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0
71,full_active,0,1,1,141,"(100,150]",246,"[100,1k)",106,"[60,120)",1302,730+,0,2,19,600,2.0,0,1,34,210,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
72,high_active,0,-124,0,61,"(50,100]",11,"[10,100)",3,"[1,5)",1381,730+,0,4,29,952,4.0,0,1,20,348,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
73,full_active,0,1,1,28,"(10,50]",104,"[100,1k)",28,"[5,30)",2043,730+,0,2,10,137,1.0,0,1,20,348,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
74,full_active,0,-124,1,26,"(10,50]",127,"[100,1k)",25,"[5,30)",1181,730+,1,1,19,597,2.0,0,0,33,227,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
75,full_active,0,1,1,150,"(100,150]",266,"[100,1k)",139,"[120,250)",1870,730+,1,4,19,628,1.0,0,1,32,33,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
76,full_active,0,-124,1,4999,500+,30,"[10,100)",7,"[5,30)",1396,730+,1,3,2,1153,4.0,0,1,21,377,6,3,2,0.0,0.0,0.0,0.0,0.0,0.0
77,2_14_day_new,0,-124,0,2,"(0,10]",0,0,0,0,71,61-90,1,1,19,513,0.0,0,1,21,377,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
78,full_active,0,-124,1,20,"(10,50]",8,"[1,10)",2,"[1,5)",1001,730+,1,5,31,753,0.0,0,0,13,267,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
79,full_active,0,-124,1,65,"(50,100]",47,"[10,100)",36,"[30,60)",1931,730+,0,2,2,1171,5.0,0,1,44,46,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
80,full_active,0,-124,1,5,"(0,10]",10,"[10,100)",0,0,49,31-60,1,4,19,637,1.0,0,0,31,296,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
81,full_active,0,-124,0,28,"(10,50]",5,"[1,10)",5,"[5,30)",414,366-730,0,1,2,1177,2.0,0,1,9,310,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
82,full_active,0,-124,1,65,"(50,100]",69,"[10,100)",63,"[60,120)",445,366-730,0,5,19,516,0.0,0,1,12,51,1,3,0,1.0,1.0,1.0,0.0,0.0,0.0
83,full_active,0,-124,1,2340,500+,218,"[100,1k)",172,"[120,250)",1874,730+,0,1,2,1159,3.0,0,0,33,107,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0
84,full_active,0,-124,0,1732,500+,64,"[10,100)",53,"[30,60)",2240,730+,1,3,10,103,0.0,0,0,13,330,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
85,middle_active,0,-124,1,369,"(250,500]",724,"[100,1k)",357,250+,1587,730+,0,1,2,1156,5.0,0,0,26,108,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0
86,middle_active,0,-124,1,511,500+,10,"[10,100)",1,"[1,5)",427,366-730,0,2,29,936,1.0,0,0,33,227,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
87,high_active,0,-124,0,9,"(0,10]",0,0,0,0,105,91-180,1,1,19,601,1.0,0,1,5,31,6,0,0,0.0,1.0,0.0,0.0,0.0,0.0
88,high_active,0,-124,1,143,"(100,150]",248,"[100,1k)",140,"[120,250)",1992,730+,0,2,10,80,0.0,0,1,10,373,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0
89,high_active,0,-124,1,53,"(50,100]",32,"[10,100)",14,"[5,30)",845,730+,1,5,29,1348,0.0,0,1,44,289,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
90,full_active,0,1,1,333,"(250,500]",3003,"[1k,5k)",46,"[30,60)",1786,730+,1,5,29,1414,1.0,0,0,31,193,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
91,full_active,0,-124,1,1454,500+,89,"[10,100)",62,"[60,120)",917,730+,0,5,10,1009,3.0,0,0,22,186,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
92,high_active,0,-124,1,2313,500+,17,"[10,100)",6,"[5,30)",2183,730+,0,4,10,1025,3.0,0,1,20,326,6,3,0,1.0,0.0,1.0,0.0,0.0,0.0
93,middle_active,0,-124,0,3,"(0,10]",0,0,0,0,73,61-90,1,4,19,628,1.0,0,1,43,20,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
94,full_active,0,1,1,359,"(250,500]",183,"[100,1k)",105,"[60,120)",945,730+,1,5,19,558,2.0,0,0,7,138,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
95,high_active,0,-124,1,60,"(50,100]",204,"[100,1k)",43,"[30,60)",1012,730+,0,4,29,918,1.0,0,1,43,232,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
96,high_active,0,-124,1,125,"(100,150]",43,"[10,100)",38,"[30,60)",2611,730+,1,3,19,599,2.0,0,1,20,85,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
97,high_active,0,-124,1,74,"(50,100]",6,"[1,10)",0,0,1267,730+,0,3,2,1194,3.0,0,1,0,58,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0
98,full_active,0,1,1,453,"(250,500]",141,"[100,1k)",48,"[30,60)",1196,730+,0,2,2,1165,6.0,0,0,13,361,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0
99,full_active,0,-124,0,1075,500+,24,"[10,100)",19,"[5,30)",1901,730+,1,3,18,491,3.0,0,1,32,33,2,2,0,1.0,0.0,0.0,1.0,1.0,0.0
100,full_active,0,-124,1,259,"(250,500]",277,"[100,1k)",237,"[120,250)",944,730+,0,1,29,897,2.0,0,0,31,275,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
101,full_active,0,1,1,184,"(150,250]",361,"[100,1k)",112,"[60,120)",1676,730+,0,4,19,617,3.0,0,0,7,176,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
102,high_active,0,-124,1,94,"(50,100]",78,"[10,100)",53,"[30,60)",797,730+,1,4,2,1158,7.0,0,1,0,437,6,0,2,1.0,0.0,0.0,0.0,0.0,0.0
103,high_active,0,-124,1,59,"(50,100]",26,"[10,100)",14,"[5,30)",265,181-365,0,4,19,628,1.0,0,0,42,63,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0
104,full_active,0,-124,0,950,500+,5,"[1,10)",4,"[1,5)",1017,730+,0,1,29,906,1.0,0,0,13,67,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
105,full_active,0,-124,1,126,"(100,150]",2,"[1,10)",1,"[1,5)",542,366-730,0,2,2,1160,4.0,0,1,20,218,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
106,full_active,0,-124,1,214,"(150,250]",1,"[1,10)",1,"[1,5)",1400,730+,0,4,19,634,2.0,0,0,13,204,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
107,full_active,0,-124,1,363,"(250,500]",20,"[10,100)",12,"[5,30)",1958,730+,1,2,2,1162,8.0,0,1,32,33,2,4,2,1.0,0.0,0.0,0.0,0.0,0.0
108,full_active,0,-124,1,823,500+,22,"[10,100)",4,"[1,5)",1475,730+,1,4,28,969,,0,1,43,221,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
109,full_active,0,1,1,464,"(250,500]",1571,"[1k,5k)",455,250+,1271,730+,1,2,29,958,1.0,0,1,12,27,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
110,full_active,0,-124,1,289,"(250,500]",380,"[100,1k)",289,250+,738,730+,1,1,2,1160,4.0,0,1,10,76,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
111,full_active,0,-124,1,12,"(10,50]",90,"[10,100)",11,"[5,30)",503,366-730,0,1,2,1159,3.0,0,1,8,287,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0
112,high_active,0,-124,0,10,"(0,10]",2,"[1,10)",0,0,402,366-730,1,6,2,1179,2.0,0,0,22,412,5,0,2,1.0,0.0,0.0,0.0,0.0,0.0
113,full_active,0,-124,0,2,"(0,10]",0,0,0,0,28,15-30,1,1,19,567,0.0,0,0,13,392,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
114,full_active,0,-124,1,1220,500+,76,"[10,100)",64,"[60,120)",609,366-730,1,4,2,1153,4.0,0,0,13,333,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0
115,high_active,0,-124,1,167,"(150,250]",44,"[10,100)",21,"[5,30)",1187,730+,0,1,19,567,0.0,0,1,8,260,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
116,full_active,0,1,1,281,"(250,500]",14964,"[1w,10w)",86,"[60,120)",2553,730+,0,4,33,1416,2.0,0,0,24,403,1,4,0,1.0,0.0,1.0,0.0,0.0,0.0
117,high_active,0,-124,1,86,"(50,100]",55,"[10,100)",18,"[5,30)",2319,730+,0,3,2,1160,4.0,0,0,31,432,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
118,full_active,0,1,1,98,"(50,100]",44,"[10,100)",13,"[5,30)",1678,730+,0,3,19,578,1.0,0,0,24,235,1,3,0,1.0,0.0,1.0,0.0,0.0,0.0
119,middle_active,0,-124,0,13,"(10,50]",1,"[1,10)",1,"[1,5)",106,91-180,1,4,19,655,1.0,0,1,20,92,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0
120,full_active,0,-124,0,3,"(0,10]",0,0,0,0,97,91-180,0,4,48,698,1.0,0,0,31,305,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121,full_active,0,-124,1,1028,500+,8,"[1,10)",5,"[5,30)",1709,730+,0,1,9,58,2.0,0,0,24,380,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
122,high_active,0,-124,0,202,"(150,250]",1,"[1,10)",1,"[1,5)",405,366-730,1,0,29,961,0.0,0,0,33,41,3,4,0,1.0,0.0,1.0,0.0,0.0,0.0
123,full_active,0,-124,1,210,"(150,250]",51,"[10,100)",36,"[30,60)",828,730+,0,6,29,908,1.0,0,0,19,110,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
124,high_active,0,-124,1,64,"(50,100]",55,"[10,100)",35,"[30,60)",114,91-180,0,0,2,1153,5.0,0,1,18,393,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
125,full_active,0,-124,1,105,"(100,150]",41,"[10,100)",17,"[5,30)",1470,730+,0,1,2,1152,3.0,0,1,21,91,5,4,0,1.0,0.0,0.0,0.0,0.0,0.0
126,high_active,0,-124,1,143,"(100,150]",13,"[10,100)",2,"[1,5)",451,366-730,0,4,2,1165,6.0,0,0,31,354,3,4,2,1.0,1.0,0.0,0.0,0.0,0.0
127,full_active,0,1,1,66,"(50,100]",187,"[100,1k)",56,"[30,60)",755,730+,0,1,2,1153,4.0,0,0,15,438,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
128,full_active,0,-124,1,162,"(150,250]",458,"[100,1k)",129,"[120,250)",1589,730+,0,5,9,296,0.0,0,0,31,296,3,4,0,,,,,,
129,full_active,0,-124,1,90,"(50,100]",29,"[10,100)",12,"[5,30)",161,91-180,1,5,19,620,1.0,0,1,34,430,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0
130,full_active,0,-124,0,40,"(10,50]",8,"[1,10)",1,"[1,5)",2082,730+,1,3,33,956,2.0,0,0,13,267,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131,full_active,0,-124,1,73,"(50,100]",45,"[10,100)",25,"[5,30)",2577,730+,0,2,2,1165,6.0,0,0,33,141,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
132,full_active,0,1,1,1000,500+,872,"[100,1k)",584,250+,1636,730+,0,4,29,904,2.0,0,0,7,190,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
133,full_active,0,-124,0,549,500+,88,"[10,100)",82,"[60,120)",108,91-180,1,4,9,296,0.0,0,1,10,451,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
134,2_14_day_new,0,1,1,575,500+,267,"[100,1k)",190,"[120,250)",2127,730+,0,4,29,990,1.0,0,1,44,101,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
135,full_active,0,-124,1,59,"(50,100]",55,"[10,100)",16,"[5,30)",1194,730+,1,3,2,1158,5.0,0,1,44,338,5,4,2,1.0,0.0,0.0,0.0,0.0,0.0
136,high_active,0,-124,1,446,"(250,500]",155,"[100,1k)",60,"[60,120)",1434,730+,1,1,19,583,1.0,0,1,0,360,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
137,full_active,0,-124,1,36,"(10,50]",55,"[10,100)",18,"[5,30)",2412,730+,0,3,2,1159,3.0,0,0,24,410,3,2,2,1.0,0.0,0.0,0.0,0.0,0.0
138,full_active,0,-124,0,81,"(50,100]",13,"[10,100)",1,"[1,5)",925,730+,0,5,10,717,3.0,0,0,14,135,6,0,0,,,,,,
139,low_active,0,1,1,664,500+,113,"[100,1k)",40,"[30,60)",2485,730+,1,4,2,1167,9.0,0,0,38,139,4,3,2,1.0,0.0,0.0,0.0,0.0,0.0
140,full_active,0,-124,1,446,"(250,500]",140,"[100,1k)",103,"[60,120)",1193,730+,0,6,29,1306,1.0,0,0,38,139,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
141,full_active,0,-124,1,944,500+,869,"[100,1k)",648,250+,1098,730+,0,6,29,1306,1.0,0,0,7,398,1,4,0,1.0,0.0,1.0,0.0,0.0,0.0
142,high_active,0,-124,1,1002,500+,68,"[10,100)",17,"[5,30)",1498,730+,0,0,29,973,1.0,0,0,33,234,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
